Model Name,Brand,Series,Processor (ชิป),RAM (หน่วยความจำ),Storage (ความจุ),Display (จอ),ราคาเครื่องจัด (฿),ราคาท็อปมือสอง (฿),In-Store,Pickup,Mail-in,Condition Item
"MacBook Pro 14"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 14""","M3 Pro (12-core CPU, 18-core GPU)",36GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 14""","M3 Pro (12-core CPU, 18-core GPU)",36GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 14""","M3 Pro (12-core CPU, 18-core GPU)",36GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",36GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",36GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",36GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",36GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",48GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",48GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",48GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",48GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",64GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",64GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",128GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",128GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",128GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (14-core CPU, 30-core GPU)",128GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",36GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",36GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",36GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",36GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",48GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",48GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",48GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",48GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",64GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",64GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",128GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",128GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",128GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 14"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 14""","M3 Max (16-core CPU, 40-core GPU)",128GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",18GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",18GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",18GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",18GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",36GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",36GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",36GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Pro, 2023)",Apple,"MacBook Pro 16""","M3 Pro (12-core CPU, 18-core GPU)",36GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",36GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",36GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",36GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",36GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",48GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",48GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",48GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",48GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",64GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",64GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",128GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",128GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",128GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (14-core CPU, 30-core GPU)",128GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",36GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",36GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",36GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",36GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",48GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",48GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",48GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",48GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",64GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",64GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",64GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",64GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",128GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",128GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",128GB,4TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Pro 16"" (ชิป M3 Max, 2023)",Apple,"MacBook Pro 16""","M3 Max (16-core CPU, 40-core GPU)",128GB,8TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,24GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,24GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,24GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"MacBook Air 15"" (ชิป M2, 2023)",Apple,"MacBook Air 15""",M2,24GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",24GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",24GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",24GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 8-core GPU)",24GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",24GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",24GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",24GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"iMac 24"" (ชิป M3, 2023)",Apple,"iMac 24""","M3 (8-core CPU, 10-core GPU)",24GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,8GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,8GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,8GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,8GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,16GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,16GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,24GB,256GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,24GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,24GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2, 2023)",Apple,Mac mini,M2,24GB,2TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2 Pro, 2023)",Apple,Mac mini,"M2 Pro (10-core CPU, 16-core GPU)",16GB,512GB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
"Mac mini (ชิป M2 Pro, 2023)",Apple,Mac mini,"M2 Pro (10-core CPU, 16-core GPU)",16GB,1TB,Standard,0,0,Y,Y,Y,มาตรฐานการตรวจ Mac / MacBook (Full Option)
